province,CCAA,ID_INE,Date,Cases,Incidence,deceased,mortality,gdppc
Huesca,Aragon,22,2020/3/31,244,110.6771719,14,6.350329535,27.601
Huesca,Aragon,22,2020/4/1,317,143.7896045,16,7.25751947,27.601
Huesca,Aragon,22,2020/4/2,349,158.3046435,18,8.164709407,27.601
Huesca,Aragon,22,2020/4/3,368,166.9229478,24,10.8862792,27.601
Huesca,Aragon,22,2020/4/4,393,178.262822,30,13.60784901,27.601
Huesca,Aragon,22,2020/4/5,396,179.6236069,33,14.96863391,27.601
Huesca,Aragon,22,2020/4/6,417,189.1491012,36,16.32941881,27.601
Huesca,Aragon,22,2020/4/7,419,190.0562911,39,17.69020371,27.601
Huesca,Aragon,22,2020/4/8,428,194.1386458,42,19.05098861,27.601
Huesca,Aragon,22,2020/4/9,444,201.3961653,45,20.41177351,27.601
Huesca,Aragon,22,2020/4/10,478,216.8183942,48,21.77255841,27.601
Jaen,Andalucia,23,2020/3/13,30,4.7351175,0,0,16.871
Jaen,Andalucia,23,2020/3/14,38,5.9978155,2,0.3156745,16.871
Jaen,Andalucia,23,2020/3/15,47,7.4183508,2,0.315674502,16.871
Jaen,Andalucia,23,2020/3/16,52,8.207537,2,0.3156745,16.871
Jaen,Andalucia,23,2020/3/17,52,8.207537,2,0.3156745,16.871
Jaen,Andalucia,23,2020/3/18,77,12.1534683,2,0.315674501,16.871
Jaen,Andalucia,23,2020/3/19,88,13.8896781,2,0.315674502,16.871
Jaen,Andalucia,23,2020/3/20,119,18.7826329,2,0.315674503,16.871
Jaen,Andalucia,23,2020/3/21,138,21.7815406,3,0.473511752,16.871
Jaen,Andalucia,23,2020/3/22,171,26.9901699,5,0.789186254,16.871
Jaen,Andalucia,23,2020/3/23,215,33.9350089,12,1.894047008,16.871
Jaen,Andalucia,23,2020/3/24,259,40.879848,14,2.209721514,16.871
Jaen,Andalucia,23,2020/3/25,316,49.8765713,15,2.367558764,16.871
Jaen,Andalucia,23,2020/3/26,349,55.0852005,15,2.367558761,16.871
Jaen,Andalucia,23,2020/3/27,414,65.3446219,16,2.525396015,16.871
Jaen,Andalucia,23,2020/3/28,465,73.3943216,20,3.156745015,16.871
Jaen,Andalucia,23,2020/3/29,501,79.0764627,23,3.630256771,16.871
Jaen,Andalucia,23,2020/3/30,599,94.5445133,26,4.103768524,16.871
Jaen,Andalucia,23,2020/3/31,661,104.3304228,37,5.839978281,16.871
Jaen,Andalucia,23,2020/4/1,742,117.1152401,39,6.155652782,16.871
Jaen,Andalucia,23,2020/4/2,788,124.3757537,43,6.787001788,16.871
Jaen,Andalucia,23,2020/4/3,821,129.584383,46,7.260513542,16.871
Jaen,Andalucia,23,2020/4/4,874,137.9497572,49,7.734025289,16.871
Jaen,Andalucia,23,2020/4/5,914,144.2632473,52,8.207537046,16.871
Jaen,Andalucia,23,2020/4/6,934,147.4199923,53,8.365374295,16.871
Jaen,Andalucia,23,2020/4/7,973,153.5756451,72,11.36428206,16.871
Jaen,Andalucia,23,2020/4/8,990,156.2588783,84,13.25832907,16.871
Jaen,Andalucia,23,2020/4/9,1021,161.1518331,92,14.52102708,16.871
Jaen,Andalucia,23,2020/4/10,1055,166.5182997,96,15.15237609,16.871
Leon,Castilla y Leon,24,2020/3/13,32,6.9565066,0,0,19.734
Leon,Castilla y Leon,24,2020/3/14,33,7.1738974,0,0,19.734
Leon,Castilla y Leon,24,2020/3/15,47,10.2173691,1,0.217390832,19.734
Leon,Castilla y Leon,24,2020/3/16,47,10.2173691,1,0.217390832,19.734
Leon,Castilla y Leon,24,2020/3/17,75,16.3043124,3,0.652172496,19.734
Leon,Castilla y Leon,24,2020/3/18,106,23.0434282,4,0.869563328,19.734
Leon,Castilla y Leon,24,2020/3/19,134,29.1303715,5,1.08695416,19.734
Leon,Castilla y Leon,24,2020/3/20,164,35.6520964,5,1.086954159,19.734
Leon,Castilla y Leon,24,2020/3/21,201,43.6955572,7,1.521735823,19.734
Leon,Castilla y Leon,24,2020/3/22,201,43.6955572,14,3.043471646,19.734
Leon,Castilla y Leon,24,2020/3/23,290,63.0433412,20,4.347816634,19.734
Leon,Castilla y Leon,24,2020/3/24,362,78.6954811,24,5.217379962,19.734
Leon,Castilla y Leon,24,2020/3/25,438,95.2171843,31,6.739115784,19.734
Leon,Castilla y Leon,24,2020/3/26,516,112.1736692,46,9.999978262,19.734
Leon,Castilla y Leon,24,2020/3/27,628,136.5214423,55,11.95649574,19.734
Leon,Castilla y Leon,24,2020/3/28,726,157.8257439,67,14.56518573,19.734
Leon,Castilla y Leon,24,2020/3/29,821,178.4778729,77,16.73909405,19.734
Leon,Castilla y Leon,24,2020/3/30,918,199.5647836,89,19.34778403,19.734
Leon,Castilla y Leon,24,2020/3/31,964,209.5647618,100,21.73908317,19.734
Leon,Castilla y Leon,24,2020/4/1,1007,218.9125676,108,23.47820983,19.734
Leon,Castilla y Leon,24,2020/4/2,1066,231.7386267,127,27.60863564,19.734
Leon,Castilla y Leon,24,2020/4/3,1125,244.5646857,144,31.30427977,19.734
Leon,Castilla y Leon,24,2020/4/4,1204,261.7385614,159,34.56514224,19.734
Leon,Castilla y Leon,24,2020/4/5,1261,274.1298388,175,38.04339555,19.734
Leon,Castilla y Leon,24,2020/4/6,1315,285.8689438,186,40.43469471,19.734
Leon,Castilla y Leon,24,2020/4/7,1344,292.1732779,196,42.60860303,19.734
Leon,Castilla y Leon,24,2020/4/8,1398,303.9123828,210,45.65207467,19.734
Leon,Castilla y Leon,24,2020/4/9,1455,316.3036602,218,47.39120132,19.734
Leon,Castilla y Leon,24,2020/4/10,1513,328.9123285,230,49.99989131,19.734
Lerida,CataluÃ±a,25,2020/3/13,26,5.9779735,0,0,28.211
Lerida,CataluÃ±a,25,2020/3/14,34,7.8173499,0,0,28.211
Lerida,CataluÃ±a,25,2020/3/15,36,8.277194,0,0,28.211
Lerida,CataluÃ±a,25,2020/3/16,41,9.4268043,0,0,28.211
Lerida,CataluÃ±a,25,2020/3/17,51,11.7260249,0,0,28.211
Lerida,CataluÃ±a,25,2020/3/18,66,15.1748557,2,0.459844112,28.211
Lerida,CataluÃ±a,25,2020/3/19,78,17.9339204,3,0.689766169,28.211
Lerida,CataluÃ±a,25,2020/3/20,109,25.0615042,4,0.919688228,28.211
Lerida,CataluÃ±a,25,2020/3/21,149,34.2583864,5,1.149610282,28.211
Lerida,CataluÃ±a,25,2020/3/22,163,37.4772952,5,1.149610282,28.211
Lerida,CataluÃ±a,25,2020/3/23,201,46.2143333,14,3.218908787,28.211
Lerida,CataluÃ±a,25,2020/3/24,259,59.5498126,14,3.218908789,28.211
Lerida,CataluÃ±a,25,2020/3/25,319,73.345136,15,3.448830846,28.211
Lerida,CataluÃ±a,25,2020/3/26,352,80.9325639,24,5.518129357,28.211
Lerida,CataluÃ±a,25,2020/3/27,494,113.5814959,24,5.518129355,28.211
Lerida,CataluÃ±a,25,2020/3/28,604,138.8729221,26,5.977973468,28.211
Lerida,CataluÃ±a,25,2020/3/29,680,156.3469984,26,5.977973468,28.211
Lerida,CataluÃ±a,25,2020/3/30,752,172.9013864,39,8.966960199,28.211
Lerida,CataluÃ±a,25,2020/3/31,825,189.6856965,57,13.10555721,28.211
Lerida,CataluÃ±a,25,2020/4/1,897,206.2400846,77,17.70399834,28.211
Lerida,CataluÃ±a,25,2020/4/2,961,220.9550962,97,22.30243947,28.211
Lerida,CataluÃ±a,25,2020/4/3,991,227.8527579,108,24.83158209,28.211
Lerida,CataluÃ±a,25,2020/4/4,1037,238.4291725,118,27.13080266,28.211
Lerida,CataluÃ±a,25,2020/4/5,1063,244.407146,125,28.74025706,28.211
Lerida,CataluÃ±a,25,2020/4/6,1098,252.454418,133,30.57963351,28.211
Lerida,CataluÃ±a,25,2020/4/7,1123,258.2024694,140,32.1890879,28.211
Lerida,CataluÃ±a,25,2020/4/8,1154,265.3300531,148,34.02846435,28.211
Lerida,CataluÃ±a,25,2020/4/9,1220,280.5049088,160,36.78752902,28.211
Lerida,CataluÃ±a,25,2020/4/10,1252,287.8624146,166,38.16706136,28.211
La Rioja,"Rioja, La",26,2020/3/13,243,21.1403616,3,0.260992119,25.636
La Rioja,"Rioja, La",26,2020/3/14,278,24.1852696,3,0.260992118,25.636
La Rioja,"Rioja, La",26,2020/3/15,300,26.0992118,4,0.347989491,25.636
La Rioja,"Rioja, La",26,2020/3/16,312,27.1431803,5,0.434986864,25.636
La Rioja,"Rioja, La",26,2020/3/17,355,30.8840673,5,0.434986863,25.636
La Rioja,"Rioja, La",26,2020/3/18,419,36.4518992,5,0.434986864,25.636
La Rioja,"Rioja, La",26,2020/3/19,468,40.7147704,7,0.608981609,25.636
La Rioja,"Rioja, La",26,2020/3/20,497,43.2376942,15,1.30496059,25.636
La Rioja,"Rioja, La",26,2020/3/21,564,49.0665182,18,1.565952709,25.636
La Rioja,"Rioja, La",26,2020/3/22,654,56.8962817,22,1.913942198,25.636
La Rioja,"Rioja, La",26,2020/3/23,747,64.9870374,30,2.609921181,25.636
La Rioja,"Rioja, La",26,2020/3/24,802,69.7718929,37,3.21890279,25.636
La Rioja,"Rioja, La",26,2020/3/25,928,80.7335618,43,3.740887023,25.636
La Rioja,"Rioja, La",26,2020/3/26,995,86.5623858,55,4.784855496,25.636
La Rioja,"Rioja, La",26,2020/3/27,1236,107.5287526,65,5.654829222,25.636
La Rioja,"Rioja, La",26,2020/3/28,1436,124.9282272,68,5.915821344,25.636
La Rioja,"Rioja, La",26,2020/3/29,1629,141.7187201,71,6.17681346,25.636
La Rioja,"Rioja, La",26,2020/3/30,1733,150.7664469,85,7.39477668,25.636
La Rioja,"Rioja, La",26,2020/3/31,1810,157.4652445,90,7.829763539,25.636
La Rioja,"Rioja, La",26,2020/4/1,1960,170.5148505,101,8.786734643,25.636
La Rioja,"Rioja, La",26,2020/4/2,2083,181.2155273,109,9.482713623,25.636
La Rioja,"Rioja, La",26,2020/4/3,2224,193.4821568,128,11.1356637,25.636
La Rioja,"Rioja, La",26,2020/4/4,2405,209.2286813,134,11.65764794,25.636
La Rioja,"Rioja, La",26,2020/4/5,2592,225.49719,141,12.26662955,25.636
La Rioja,"Rioja, La",26,2020/4/6,2719,236.5458563,160,13.91957963,25.636
La Rioja,"Rioja, La",26,2020/4/7,2846,247.5945226,177,15.39853496,25.636
La Rioja,"Rioja, La",26,2020/4/8,2951,256.7292468,182,15.83352183,25.636
La Rioja,"Rioja, La",26,2020/4/9,3026,263.2540497,196,17.05148504,25.636
La Rioja,"Rioja, La",26,2020/4/10,3076,267.6039184,210,18.26944827,25.636
Lugo,Galicia,27,2020/3/13,3,0.9102301,0,0,22.261
Lugo,Galicia,27,2020/3/14,7,2.1238702,0,0,22.261
Lugo,Galicia,27,2020/3/15,13,3.9443303,0,0,22.261
Lugo,Galicia,27,2020/3/16,19,5.7647905,0,0,22.261
Lugo,Galicia,27,2020/3/17,23,6.9784306,0,0,22.261
Lugo,Galicia,27,2020/3/18,36,10.9227609,0,0,22.261
Lugo,Galicia,27,2020/3/19,46,13.9568612,0,0,22.261
Lugo,Galicia,27,2020/3/20,54,16.3841414,1,0.303410026,22.261
Lugo,Galicia,27,2020/3/21,58,17.5977815,1,0.303410026,22.261
Lugo,Galicia,27,2020/3/22,62,18.8114216,1,0.303410026,22.261
Lugo,Galicia,27,2020/3/23,97,29.4307725,2,0.606820052,22.261
Lugo,Galicia,27,2020/3/24,103,31.2512326,3,0.910230076,22.261
Lugo,Galicia,27,2020/3/25,145,43.9944537,4,1.213640102,22.261
Lugo,Galicia,27,2020/3/26,157,47.635374,4,1.213640102,22.261
Lugo,Galicia,27,2020/3/27,239,72.514996,4,1.2136401,22.261
Lugo,Galicia,27,2020/3/28,270,81.9207068,4,1.213640101,22.261
Lugo,Galicia,27,2020/3/29,270,81.9207068,4,1.213640101,22.261
Lugo,Galicia,27,2020/3/30,402,121.9708302,4,1.213640101,22.261
Lugo,Galicia,27,2020/3/31,500,151.7050126,7,2.123870176,22.261
Lugo,Galicia,27,2020/4/1,586,177.7982748,9,2.730690227,22.261
Lugo,Galicia,27,2020/4/2,586,177.7982748,11,3.337510278,22.261
Lugo,Galicia,27,2020/4/3,632,191.755136,12,3.640920304,22.261
Lugo,Galicia,27,2020/4/4,681,206.6222272,12,3.640920303,22.261
Lugo,Galicia,27,2020/4/5,719,218.1518082,14,4.247740354,22.261
Lugo,Galicia,27,2020/4/6,744,225.7370588,15,4.551150379,22.261
Lugo,Galicia,27,2020/4/7,766,232.4120794,16,4.854560405,22.261
Lugo,Galicia,27,2020/4/8,791,239.99733,17,5.15797043,22.261
Lugo,Galicia,27,2020/4/9,817,247.8859906,17,5.157970429,22.261
Lugo,Galicia,27,2020/4/10,840,254.8644212,18,5.461380454,22.261
Madrid,"Madrid, Comunidad de",28,2020/3/13,1990,29.8646606,86,1.290633574,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/14,2940,44.1216593,213,3.196569194,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/15,3544,53.1861091,213,3.196569198,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/16,4165,62.505684,355,5.327615323,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/17,4871,73.1008852,390,5.852873173,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/18,5637,84.5965284,498,7.473668821,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/19,6777,101.7049269,628,9.424626545,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/20,7165,107.5277854,804,12.06592316,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/21,8921,133.880722,1021,15.32252182,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/22,9702,145.6014758,1263,18.95430467,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/23,10575,158.7029073,1535,23.03630853,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/24,12352,185.3709986,1825,27.38844498,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/25,14597,219.0625378,2090,31.36539727,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/26,17166,257.6164639,2412,36.19776948,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/27,19243,288.7867654,2757,41.37531114,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/28,21520,322.9585403,3082,46.25270545,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/29,22677,340.3220641,3392,50.90498926,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/30,24090,361.5274738,3603,54.07154372,32.84
Madrid,"Madrid, Comunidad de",28,2020/3/31,27509,412.837662,3865,58.0034739,32.84
Madrid,"Madrid, Comunidad de",28,2020/4/1,29840,447.8198348,4175,62.65575772,32.84
Madrid,"Madrid, Comunidad de",28,2020/4/2,32155,482.5618896,4483,67.27802678,32.84
Madrid,"Madrid, Comunidad de",28,2020/4/3,34188,513.071867,4723,70.87979489,32.84
Madrid,"Madrid, Comunidad de",28,2020/4/4,36249,544.0020506,4941,74.15140092,32.84
Madrid,"Madrid, Comunidad de",28,2020/4/5,37584,564.0368857,5136,77.07783751,32.84
Madrid,"Madrid, Comunidad de",28,2020/4/6,38723,581.1302769,5371,80.60456879,32.84
Madrid,"Madrid, Comunidad de",28,2020/4/7,40469,607.3331398,5586,83.83115271,32.84
Madrid,"Madrid, Comunidad de",28,2020/4/8,42450,637.0627341,5800,87.04272928,32.84
Madrid,"Madrid, Comunidad de",28,2020/4/9,43877,658.478247,5972,89.62399642,32.84
Madrid,"Madrid, Comunidad de",28,2020/4/10,44783,672.0749216,6084,91.30482154,32.84
Malaga,Andalucia,29,2020/3/13,111,6.6795644,2,0.120352512,17.228
Malaga,Andalucia,29,2020/3/14,159,9.5680247,4,0.240705024,17.228
Malaga,Andalucia,29,2020/3/15,180,10.8317261,5,0.300881281,17.228
Malaga,Andalucia,29,2020/3/16,278,16.7289992,6,0.361057537,17.228
Malaga,Andalucia,29,2020/3/17,278,16.7289992,10,0.601762561,17.228
Malaga,Andalucia,29,2020/3/18,333,20.0386933,13,0.78229133,17.228
Malaga,Andalucia,29,2020/3/19,361,21.7236285,17,1.022996356,17.228
Malaga,Andalucia,29,2020/3/20,424,25.5147327,20,1.203525127,17.228
Malaga,Andalucia,29,2020/3/21,484,29.125308,21,1.26370138,17.228
Malaga,Andalucia,29,2020/3/22,505,30.389009,21,1.263701364,17.228
Malaga,Andalucia,29,2020/3/23,520,31.291653,26,1.56458265,17.228
Malaga,Andalucia,29,2020/3/24,665,40.01721,40,2.407050226,17.228
Malaga,Andalucia,29,2020/3/25,819,49.284354,42,2.527402769,17.228
Malaga,Andalucia,29,2020/3/26,905,54.459512,46,2.768107792,17.228
Malaga,Andalucia,29,2020/3/27,1006,60.537314,56,3.369870362,17.228
Malaga,Andalucia,29,2020/3/28,1053,63.365598,64,3.85128041,17.228
Malaga,Andalucia,29,2020/3/29,1158,69.684105,69,4.152161697,17.228
Malaga,Andalucia,29,2020/3/30,1321,79.492835,70,4.212337964,17.228
Malaga,Andalucia,29,2020/3/31,1349,81.17777,77,4.633571749,17.228
Malaga,Andalucia,29,2020/4/1,1464,88.098039,93,5.596391822,17.228
Malaga,Andalucia,29,2020/4/2,1644,98.929765,98,5.897273096,17.228
Malaga,Andalucia,29,2020/4/3,1725,103.804042,110,6.619388186,17.228
Malaga,Andalucia,29,2020/4/4,1800,108.317261,118,7.100798221,17.228
Malaga,Andalucia,29,2020/4/5,1863,112.108365,121,7.281326981,17.228
Malaga,Andalucia,29,2020/4/6,1916,115.297707,125,7.522032033,17.228
Malaga,Andalucia,29,2020/4/7,1932,116.260527,140,8.42467587,17.228
Malaga,Andalucia,29,2020/4/8,2006,120.71357,147,8.845909666,17.228
Malaga,Andalucia,29,2020/4/9,2074,124.805555,154,9.267143428,17.228
Malaga,Andalucia,29,2020/4/10,2127,127.994897,170,10.22996356,17.228
Murcia,Murcia,30,2020/3/13,35,2.342864,0,0,19.997
Murcia,Murcia,30,2020/3/14,47,3.146132,0,0,19.997
Murcia,Murcia,30,2020/3/15,71,4.752667,0,0,19.997
Murcia,Murcia,30,2020/3/16,77,5.154301,0,0,19.997
Murcia,Murcia,30,2020/3/17,97,6.493081,0,0,19.997
Murcia,Murcia,30,2020/3/18,122,8.166555,0,0,19.997
Murcia,Murcia,30,2020/3/19,167,11.178809,0,0,19.997
Murcia,Murcia,30,2020/3/20,204,13.655551,1,0.066938975,19.997
Murcia,Murcia,30,2020/3/21,240,16.065354,1,0.066938975,19.997
Murcia,Murcia,30,2020/3/22,296,19.813936,2,0.133877946,19.997
Murcia,Murcia,30,2020/3/23,345,23.093946,3,0.200816922,19.997
Murcia,Murcia,30,2020/3/24,385,25.771505,5,0.33469487,19.997
Murcia,Murcia,30,2020/3/25,477,31.929891,8,0.535511799,19.997
Murcia,Murcia,30,2020/3/26,596,39.895629,15,1.004084622,19.997
Murcia,Murcia,30,2020/3/27,714,47.794428,17,1.137962571,19.997
Murcia,Murcia,30,2020/3/28,802,53.685057,20,1.338779476,19.997
Murcia,Murcia,30,2020/3/29,872,58.370786,25,1.673474369,19.997
Murcia,Murcia,30,2020/3/30,939,62.855697,34,2.275925131,19.997
Murcia,Murcia,30,2020/3/31,974,65.198561,37,2.47674205,19.997
Murcia,Murcia,30,2020/4/1,1041,69.683472,42,2.811436911,19.997
Murcia,Murcia,30,2020/4/2,1084,72.561848,46,3.079192812,19.997
Murcia,Murcia,30,2020/4/3,1145,76.645126,51,3.413887708,19.997
Murcia,Murcia,30,2020/4/4,1188,79.523502,59,3.94939951,19.997
Murcia,Murcia,30,2020/4/5,1235,82.669633,68,4.551850238,19.997
Murcia,Murcia,30,2020/4/6,1259,84.276169,78,5.221240017,19.997
Murcia,Murcia,30,2020/4/7,1283,85.882704,85,5.689812814,19.997
Murcia,Murcia,30,2020/4/8,1326,88.76108,88,5.890629744,19.997
Murcia,Murcia,30,2020/4/9,1356,90.769249,90,6.024507677,19.997
Murcia,Murcia,30,2020/4/10,1383,92.576602,94,6.292263621,19.997
Navarra,"Navarra, Comunidad Foral de",31,2020/3/13,146,22.316857,0,0,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/14,183,27.9724983,0,0,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/15,274,41.8823199,1,0.152855182,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/16,313,47.8436719,2,0.305710364,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/17,386,59.0021002,3,0.458565546,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/18,482,73.6761977,4,0.611420728,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/19,554,84.6817708,5,0.76427591,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/20,664,101.4958408,9,1.375696637,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/21,794,121.3670145,14,2.139972548,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/22,886,135.4296912,24,3.668524367,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/23,1014,154.9951545,31,4.738510641,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/24,1197,182.9676528,33,5.044221005,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/25,1411,215.6786617,49,7.489903914,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/26,1641,250.8353536,58,8.865600554,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/27,1829,279.5721278,70,10.69986274,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/28,2011,307.3917709,84,12.83983528,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/29,2146,328.0272205,102,15.59122856,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/30,2305,352.3311944,113,17.27263556,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/3/31,2497,381.6793893,130,19.87117365,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/4/1,2682,409.957598,141,21.55258066,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/4/2,2836,433.497296,151,23.08113247,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/4/3,2972,454.2856007,171,26.13823611,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/4/4,3073,469.7239741,178,27.20822239,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/4/5,3231,493.8750929,187,28.58391903,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/4/6,3355,512.8291354,202,30.87674675,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/4/7,3467,529.9489158,206,31.48816748,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/4/8,3575,546.4572754,214,32.71100893,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/4/9,3748,572.9012219,218,33.32242966,29.375
Navarra,"Navarra, Comunidad Foral de",31,2020/4/10,3817,583.4482295,227,34.6981263,29.375
Ourense,Galicia,32,2020/3/13,4,1.3001745,0,0,20.201
Ourense,Galicia,32,2020/3/14,8,2.6003491,0,0,20.201
Ourense,Galicia,32,2020/3/15,17,5.5257418,0,0,20.201
Ourense,Galicia,32,2020/3/16,25,8.1260909,0,0,20.201
Ourense,Galicia,32,2020/3/17,30,9.7513091,0,0,20.201
Ourense,Galicia,32,2020/3/18,46,14.9520073,0,0,20.201
Ourense,Galicia,32,2020/3/19,63,20.4777491,0,0,20.201
Ourense,Galicia,32,2020/3/20,74,24.0532291,0,0,20.201
Ourense,Galicia,32,2020/3/21,95,30.8791455,0,0,20.201
Ourense,Galicia,32,2020/3/22,142,46.1561965,0,0,20.201
Ourense,Galicia,32,2020/3/23,152,49.4066328,2,0.650087274,20.201
Ourense,Galicia,32,2020/3/24,189,61.4332474,2,0.650087274,20.201
Ourense,Galicia,32,2020/3/25,246,79.9607347,3,0.975130911,20.201
Ourense,Galicia,32,2020/3/26,321,104.3390075,4,1.300174548,20.201
Ourense,Galicia,32,2020/3/27,396,128.7172803,5,1.625218186,20.201
Ourense,Galicia,32,2020/3/28,458,148.8699858,6,1.950261823,20.201
Ourense,Galicia,32,2020/3/29,458,148.8699858,8,2.600349097,20.201
Ourense,Galicia,32,2020/3/30,570,185.2748732,8,2.600349098,20.201
Ourense,Galicia,32,2020/3/31,626,203.4773168,12,3.900523645,20.201
Ourense,Galicia,32,2020/4/1,751,244.1077715,18,5.850785469,20.201
Ourense,Galicia,32,2020/4/2,751,244.1077715,22,7.150960017,20.201
Ourense,Galicia,32,2020/4/3,810,263.2853461,25,8.126090929,20.201
Ourense,Galicia,32,2020/4/4,872,283.4380516,29,9.426265478,20.201
Ourense,Galicia,32,2020/4/5,922,299.6902334,32,10.40139639,20.201
Ourense,Galicia,32,2020/4/6,954,310.0916298,35,11.3765273,20.201
Ourense,Galicia,32,2020/4/7,982,319.1928516,36,11.70157093,20.201
Ourense,Galicia,32,2020/4/8,1014,329.594248,39,12.67670185,20.201
Ourense,Galicia,32,2020/4/9,1048,340.6457317,44,14.30192003,20.201
Ourense,Galicia,32,2020/4/10,1077,350.0719972,47,15.27705095,20.201
Asturias,"Asturias, Principado de",33,2020/3/13,67,6.5506453,1,0.097770825,20.92
Asturias,"Asturias, Principado de",33,2020/3/14,92,8.9949159,1,0.097770825,20.92
Asturias,"Asturias, Principado de",33,2020/3/15,137,13.3946031,1,0.097770826,20.92
Asturias,"Asturias, Principado de",33,2020/3/16,177,17.3054361,1,0.097770825,20.92
Asturias,"Asturias, Principado de",33,2020/3/17,193,18.8697693,1,0.097770825,20.92
Asturias,"Asturias, Principado de",33,2020/3/18,242,23.6605397,1,0.097770825,20.92
Asturias,"Asturias, Principado de",33,2020/3/19,292,28.549081,2,0.195541651,20.92
Asturias,"Asturias, Principado de",33,2020/3/20,344,33.6331639,5,0.488854126,20.92
Asturias,"Asturias, Principado de",33,2020/3/21,486,47.516621,8,0.782166601,20.92
Asturias,"Asturias, Principado de",33,2020/3/22,545,53.2850997,12,1.173249902,20.92
Asturias,"Asturias, Principado de",33,2020/3/23,594,58.0758702,22,2.150958156,20.92
Asturias,"Asturias, Principado de",33,2020/3/24,662,64.7242863,25,2.444270631,20.92
Asturias,"Asturias, Principado de",33,2020/3/25,779,76.1634728,27,2.639812279,20.92
Asturias,"Asturias, Principado de",33,2020/3/26,841,82.225264,29,2.835353931,20.92
Asturias,"Asturias, Principado de",33,2020/3/27,900,87.9937427,33,3.226437232,20.92
Asturias,"Asturias, Principado de",33,2020/3/28,1004,98.1619085,41,4.008603833,20.92
Asturias,"Asturias, Principado de",33,2020/3/29,1088,106.3746578,49,4.790770434,20.92
Asturias,"Asturias, Principado de",33,2020/3/30,1158,113.2186156,55,5.377395387,20.92
Asturias,"Asturias, Principado de",33,2020/3/31,1236,120.8447399,63,6.159561985,20.92
Asturias,"Asturias, Principado de",33,2020/4/1,1322,129.2530309,69,6.746186938,20.92
Asturias,"Asturias, Principado de",33,2020/4/2,1384,135.3148221,70,6.843957765,20.92
Asturias,"Asturias, Principado de",33,2020/4/3,1433,140.1055925,76,7.430582715,20.92
Asturias,"Asturias, Principado de",33,2020/4/4,1522,148.8071959,80,7.821666013,20.92
Asturias,"Asturias, Principado de",33,2020/4/5,1605,156.9221744,86,8.408290965,20.92
Asturias,"Asturias, Principado de",33,2020/4/6,1646,160.9307783,96,9.38599922,20.92
Asturias,"Asturias, Principado de",33,2020/4/7,1679,164.1572155,102,9.97262417,20.92
Asturias,"Asturias, Principado de",33,2020/4/8,1705,166.6992569,110,10.75479077,20.92
Asturias,"Asturias, Principado de",33,2020/4/9,1737,169.8279233,121,11.83026984,20.92
Asturias,"Asturias, Principado de",33,2020/4/10,1799,175.8897145,128,12.51466562,20.92
Palencia,Castilla y Leon,34,2020/3/13,1,0.6211952,0,0,25.599
