province,CCAA,ID_INE,Date,Cases,Incidence,deceased,mortality,gdppc
Palencia,Castilla y Leon,34,2020/3/14,3,1.8635855,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/15,5,3.1059759,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/16,6,3.7271711,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/17,7,4.3483663,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/18,6,3.7271711,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/19,14,8.6967325,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/20,26,16.1510747,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/21,41,25.4690024,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/22,41,25.4690024,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/23,64,39.7564915,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/24,72,44.7260529,0,0,25.599
Palencia,Castilla y Leon,34,2020/3/25,91,56.5287613,3,1.863585537,25.599
Palencia,Castilla y Leon,34,2020/3/26,139,86.34613,5,3.105975899,25.599
Palencia,Castilla y Leon,34,2020/3/27,170,105.6031805,9,5.590756615,25.599
Palencia,Castilla y Leon,34,2020/3/28,220,136.6629395,11,6.833146975,25.599
Palencia,Castilla y Leon,34,2020/3/29,262,162.753137,13,8.075537332,25.599
Palencia,Castilla y Leon,34,2020/3/30,293,182.0101876,18,11.18151323,25.599
Palencia,Castilla y Leon,34,2020/3/31,325,201.8884333,18,11.18151323,25.599
Palencia,Castilla y Leon,34,2020/4/1,359,223.0090694,23,14.28748913,25.599
Palencia,Castilla y Leon,34,2020/4/2,383,237.9177538,24,14.90868431,25.599
Palencia,Castilla y Leon,34,2020/4/3,427,265.2503417,29,18.01466021,25.599
Palencia,Castilla y Leon,34,2020/4/4,452,280.7802211,31,19.25705056,25.599
Palencia,Castilla y Leon,34,2020/4/5,472,293.2041247,36,22.36302646,25.599
Palencia,Castilla y Leon,34,2020/4/6,486,301.9008572,39,24.226612,25.599
Palencia,Castilla y Leon,34,2020/4/7,510,316.8095416,41,25.46900236,25.599
Palencia,Castilla y Leon,34,2020/4/8,524,325.5062741,41,25.46900236,25.599
Palencia,Castilla y Leon,34,2020/4/9,545,338.5513728,42,26.09019754,25.599
Palencia,Castilla y Leon,34,2020/4/10,592,367.7475463,44,27.3325879,25.599
Palmas(Las),Canarias,35,2020/3/13,21,1.8743206,0,0,19.399
Palmas(Las),Canarias,35,2020/3/14,26,2.3205874,0,0,19.399
Palmas(Las),Canarias,35,2020/3/15,43,3.8378945,0,0,19.399
Palmas(Las),Canarias,35,2020/3/16,49,4.3734146,0,0,19.399
Palmas(Las),Canarias,35,2020/3/17,54,4.8196814,1,0.089253359,19.399
Palmas(Las),Canarias,35,2020/3/18,69,6.1584818,2,0.178506719,19.399
Palmas(Las),Canarias,35,2020/3/19,85,7.5865356,3,0.26776008,19.399
Palmas(Las),Canarias,35,2020/3/20,114,10.174883,4,0.357013439,19.399
Palmas(Las),Canarias,35,2020/3/21,142,12.6739771,5,0.446266799,19.399
Palmas(Las),Canarias,35,2020/3/22,162,14.4590443,6,0.535520159,19.399
Palmas(Las),Canarias,35,2020/3/23,189,16.868885,7,0.624773519,19.399
Palmas(Las),Canarias,35,2020/3/24,208,18.5646989,8,0.714026881,19.399
Palmas(Las),Canarias,35,2020/3/25,226,20.1712593,9,0.803280238,19.399
Palmas(Las),Canarias,35,2020/3/26,244,21.7778198,10,0.892533598,19.399
Palmas(Las),Canarias,35,2020/3/27,302,26.9545147,12,1.071040319,19.399
Palmas(Las),Canarias,35,2020/3/28,353,31.5064361,13,1.160293681,19.399
Palmas(Las),Canarias,35,2020/3/29,420,37.4864112,14,1.24954704,19.399
Palmas(Las),Canarias,35,2020/3/30,448,39.9855053,15,1.338800401,19.399
Palmas(Las),Canarias,35,2020/3/31,475,42.395346,16,1.42805376,19.399
Palmas(Las),Canarias,35,2020/4/1,494,44.0911598,17,1.517307119,19.399
Palmas(Las),Canarias,35,2020/4/2,517,46.143987,21,1.874320555,19.399
Palmas(Las),Canarias,35,2020/4/3,538,48.018308,21,1.874320572,19.399
Palmas(Las),Canarias,35,2020/4/4,571,50.963669,22,1.963573937,19.399
Palmas(Las),Canarias,35,2020/4/5,492,43.912653,23,2.052827274,19.399
Palmas(Las),Canarias,35,2020/4/6,528,47.125774,23,2.052827277,19.399
Palmas(Las),Canarias,35,2020/4/7,540,48.196814,27,2.4098407,19.399
Palmas(Las),Canarias,35,2020/4/8,558,49.803375,28,2.499094086,19.399
Palmas(Las),Canarias,35,2020/4/9,569,50.785162,29,2.588347448,19.399
Palmas(Las),Canarias,35,2020/4/10,589,52.570229,30,2.677600798,19.399
Pontevedra,Galicia,36,2020/3/13,10,1.060822,0,0,20.463
Pontevedra,Galicia,36,2020/3/14,27,2.86422,0,0,20.463
Pontevedra,Galicia,36,2020/3/15,53,5.622358,0,0,20.463
Pontevedra,Galicia,36,2020/3/16,79,8.380496,0,0,20.463
Pontevedra,Galicia,36,2020/3/17,94,9.971729,0,0,20.463
Pontevedra,Galicia,36,2020/3/18,145,15.381923,0,0,20.463
Pontevedra,Galicia,36,2020/3/19,193,20.473869,2,0.212164446,20.463
Pontevedra,Galicia,36,2020/3/20,264,28.005707,2,0.212164447,20.463
Pontevedra,Galicia,36,2020/3/21,348,36.916614,2,0.212164448,20.463
Pontevedra,Galicia,36,2020/3/22,445,47.20659,2,0.212164449,20.463
Pontevedra,Galicia,36,2020/3/23,494,52.404619,3,0.318246674,20.463
Pontevedra,Galicia,36,2020/3/24,602,63.861499,3,0.318246673,20.463
Pontevedra,Galicia,36,2020/3/25,701,74.363639,4,0.424328896,20.463
Pontevedra,Galicia,36,2020/3/26,795,84.335368,5,0.530411119,20.463
Pontevedra,Galicia,36,2020/3/27,960,101.838935,8,0.848657792,20.463
Pontevedra,Galicia,36,2020/3/28,1060,112.447158,9,0.954740021,20.463
Pontevedra,Galicia,36,2020/3/29,1060,112.447158,9,0.954740021,20.463
Pontevedra,Galicia,36,2020/3/30,1380,146.39347,9,0.954740022,20.463
Pontevedra,Galicia,36,2020/3/31,1452,154.03139,21,2.227726715,20.463
Pontevedra,Galicia,36,2020/4/1,1536,162.942297,30,3.182466738,20.463
Pontevedra,Galicia,36,2020/4/2,1536,162.942297,30,3.182466738,20.463
Pontevedra,Galicia,36,2020/4/3,1656,175.672163,41,4.349371185,20.463
Pontevedra,Galicia,36,2020/4/4,1784,189.250688,44,4.667617865,20.463
Pontevedra,Galicia,36,2020/4/5,1886,200.071075,47,4.985864541,20.463
Pontevedra,Galicia,36,2020/4/6,1952,207.072502,51,5.410193444,20.463
Pontevedra,Galicia,36,2020/4/7,2009,213.119189,54,5.728440122,20.463
Pontevedra,Galicia,36,2020/4/8,2074,220.014533,55,5.834522331,20.463
Pontevedra,Galicia,36,2020/4/9,2144,227.440289,57,6.046686788,20.463
Pontevedra,Galicia,36,2020/4/10,2204,233.805222,59,6.258851224,20.463
Salamanca,Castilla y Leon,37,2020/3/13,11,3.332132,1,0.302921091,19.561
Salamanca,Castilla y Leon,37,2020/3/14,12,3.635053,2,0.605842167,19.561
Salamanca,Castilla y Leon,37,2020/3/15,31,9.390553,3,0.908763194,19.561
Salamanca,Castilla y Leon,37,2020/3/16,32,9.693474,4,1.21168425,19.561
Salamanca,Castilla y Leon,37,2020/3/17,65,19.689869,6,1.817526369,19.561
Salamanca,Castilla y Leon,37,2020/3/18,125,37.865133,8,2.423368512,19.561
Salamanca,Castilla y Leon,37,2020/3/19,149,45.135239,12,3.635052805,19.561
Salamanca,Castilla y Leon,37,2020/3/20,203,61.492977,13,3.937973897,19.561
Salamanca,Castilla y Leon,37,2020/3/21,265,80.274083,15,4.543816019,19.561
Salamanca,Castilla y Leon,37,2020/3/22,265,80.274083,21,6.361342426,19.561
Salamanca,Castilla y Leon,37,2020/3/23,404,122.380111,24,7.270105604,19.561
Salamanca,Castilla y Leon,37,2020/3/24,483,146.310876,38,11.5110006,19.561
Salamanca,Castilla y Leon,37,2020/3/25,533,161.456929,46,13.93436911,19.561
Salamanca,Castilla y Leon,37,2020/3/26,629,190.537352,54,16.35773769,19.561
Salamanca,Castilla y Leon,37,2020/3/27,776,235.066749,70,21.20447478,19.561
Salamanca,Castilla y Leon,37,2020/3/28,882,267.176382,84,25.44536971,19.561
Salamanca,Castilla y Leon,37,2020/3/29,1030,312.0087,99,29.98918573,19.561
Salamanca,Castilla y Leon,37,2020/3/30,1078,326.548911,110,33.32131745,19.561
Salamanca,Castilla y Leon,37,2020/3/31,1185,358.961465,123,37.2592913,19.561
Salamanca,Castilla y Leon,37,2020/4/1,1316,398.644125,135,40.89434413,19.561
Salamanca,Castilla y Leon,37,2020/4/2,1413,428.027469,155,46.95276553,19.561
Salamanca,Castilla y Leon,37,2020/4/3,1489,451.04947,167,50.58781833,19.561
Salamanca,Castilla y Leon,37,2020/4/4,1579,478.312366,178,53.91995006,19.561
Salamanca,Castilla y Leon,37,2020/4/5,1659,502.546052,194,58.76668721,19.561
Salamanca,Castilla y Leon,37,2020/4/6,1719,520.721316,209,63.31050323,19.561
Salamanca,Castilla y Leon,37,2020/4/7,1807,547.37837,217,65.73387177,19.561
Salamanca,Castilla y Leon,37,2020/4/8,1915,580.093845,225,68.15724027,19.561
Salamanca,Castilla y Leon,37,2020/4/9,1956,592.513609,231,69.97476671,19.561
Salamanca,Castilla y Leon,37,2020/4/10,2051,621.29111,237,71.79229306,19.561
Santa Cruz de Tenerife,Canarias,38,2020/3/13,69,6.679684,1,0.096807014,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/14,83,8.034982,2,0.193614024,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/15,93,9.003052,3,0.290421032,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/16,100,9.680701,4,0.38722804,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/17,127,12.294491,5,0.484035079,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/18,151,14.617859,6,0.580842079,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/19,202,19.555017,8,0.774456119,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/20,234,22.652841,9,0.871263115,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/21,281,27.202771,11,1.064877157,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/22,319,30.881438,12,1.161684188,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/23,368,35.624981,14,1.35529819,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/24,449,43.466349,17,1.645719227,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/25,541.5,52.420998,20,1.936140277,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/26,634,61.375647,24,2.323368341,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/27,723,69.991471,28,2.710596387,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/28,772,74.735015,30,2.904210427,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/29,784,75.896699,31,3.001017435,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/30,814,78.80091,33,3.194631486,19.843
Santa Cruz de Tenerife,Canarias,38,2020/3/31,905,87.610348,36,3.485052517,19.843
Santa Cruz de Tenerife,Canarias,38,2020/4/1,950,91.966664,38,3.67866656,19.843
Santa Cruz de Tenerife,Canarias,38,2020/4/2,973,94.193225,47,4.549929676,19.843
Santa Cruz de Tenerife,Canarias,38,2020/4/3,1026,99.323997,49,4.743543716,19.843
Santa Cruz de Tenerife,Canarias,38,2020/4/4,1051,101.744172,51,4.937157728,19.843
Santa Cruz de Tenerife,Canarias,38,2020/4/5,1154,111.715294,52,5.033964721,19.843
Santa Cruz de Tenerife,Canarias,38,2020/4/6,1197,115.877996,60,5.808420852,19.843
Santa Cruz de Tenerife,Canarias,38,2020/4/7,1218,117.910943,62,6.002034865,19.843
Santa Cruz de Tenerife,Canarias,38,2020/4/8,1276,123.52575,64,6.195648903,19.843
Santa Cruz de Tenerife,Canarias,38,2020/4/9,1290,124.881048,64,6.195648893,19.843
Santa Cruz de Tenerife,Canarias,38,2020/4/10,1297,125.558697,65,6.292455902,19.843
Cantabria,Cantabria,39,2020/3/13,29,4.990724,0,0,21.905
Cantabria,Cantabria,39,2020/3/14,31,5.334912,0,0,21.905
Cantabria,Cantabria,39,2020/3/15,51,8.776791,0,0,21.905
Cantabria,Cantabria,39,2020/3/16,58,9.981448,0,0,21.905
Cantabria,Cantabria,39,2020/3/17,58,9.981448,1,0.172093931,21.905
Cantabria,Cantabria,39,2020/3/18,68,11.702388,1,0.172093941,21.905
Cantabria,Cantabria,39,2020/3/19,83,14.283797,1,0.17209394,21.905
Cantabria,Cantabria,39,2020/3/20,144,24.781527,2,0.344187875,21.905
Cantabria,Cantabria,39,2020/3/21,215,37.000196,5,0.860469674,21.905
Cantabria,Cantabria,39,2020/3/22,282,48.53049,6,1.032563617,21.905
Cantabria,Cantabria,39,2020/3/23,347,59.716596,9,1.548845429,21.905
Cantabria,Cantabria,39,2020/3/24,425,73.139923,14,2.409315111,21.905
Cantabria,Cantabria,39,2020/3/25,510,87.767907,17,2.9255969,21.905
Cantabria,Cantabria,39,2020/3/26,671,115.475031,21,3.613972654,21.905
Cantabria,Cantabria,39,2020/3/27,810,139.396088,22,3.786066588,21.905
Cantabria,Cantabria,39,2020/3/28,937,161.252018,26,4.474442335,21.905
Cantabria,Cantabria,39,2020/3/29,1023,176.052096,27,4.646536258,21.905
Cantabria,Cantabria,39,2020/3/30,1100,189.303329,37,6.367475612,21.905
Cantabria,Cantabria,39,2020/3/31,1171,201.521999,54,9.293072541,21.905
Cantabria,Cantabria,39,2020/4/1,1213,208.749944,60,10.32563614,21.905
Cantabria,Cantabria,39,2020/4/2,1268,218.215111,64,11.01401191,21.905
Cantabria,Cantabria,39,2020/4/3,1321,227.336089,68,11.70238762,21.905
Cantabria,Cantabria,39,2020/4/4,1384,238.178007,68,11.70238763,21.905
Cantabria,Cantabria,39,2020/4/5,1441,247.987361,77,13.25123303,21.905
Cantabria,Cantabria,39,2020/4/6,1483,255.215307,85,14.62798455,21.905
Cantabria,Cantabria,39,2020/4/7,1501,258.312998,92,15.83264212,21.905
Cantabria,Cantabria,39,2020/4/8,1572,270.531667,98,16.8652057,21.905
Cantabria,Cantabria,39,2020/4/9,1619,278.620082,102,17.55358145,21.905
Cantabria,Cantabria,39,2020/4/10,1659,285.503839,107,18.4140511,21.905
Segovia,Castilla y Leon,40,2020/3/13,15,9.795662,1,0.653044133,21.88
Segovia,Castilla y Leon,40,2020/3/14,22,14.366972,1,0.653044182,21.88
Segovia,Castilla y Leon,40,2020/3/15,27,17.632192,1,0.653044148,21.88
Segovia,Castilla y Leon,40,2020/3/16,33,21.5504575,3,1.9591325,21.88
Segovia,Castilla y Leon,40,2020/3/17,33,21.5504575,5,3.265220833,21.88
Segovia,Castilla y Leon,40,2020/3/18,76,49.6313566,6,3.918264995,21.88
Segovia,Castilla y Leon,40,2020/3/19,121,79.018344,7,4.571309157,21.88
Segovia,Castilla y Leon,40,2020/3/20,156,101.8748898,10,6.530441654,21.88
Segovia,Castilla y Leon,40,2020/3/21,157,102.527934,13,8.489574153,21.88
Segovia,Castilla y Leon,40,2020/3/22,157,102.527934,20,13.06088331,21.88
Segovia,Castilla y Leon,40,2020/3/23,233,152.1592905,23,15.0200158,21.88
Segovia,Castilla y Leon,40,2020/3/24,271,176.9749688,27,17.63219246,21.88
Segovia,Castilla y Leon,40,2020/3/25,300,195.9132496,34,22.20350162,21.88
Segovia,Castilla y Leon,40,2020/3/26,361,235.7489437,37,24.16263412,21.88
Segovia,Castilla y Leon,40,2020/3/27,424,276.8907261,44,28.73394327,21.88
Segovia,Castilla y Leon,40,2020/3/28,503,328.4812152,51,33.30525244,21.88
Segovia,Castilla y Leon,40,2020/3/29,567,370.2760418,58,37.8765616,21.88
Segovia,Castilla y Leon,40,2020/3/30,629,410.76478,69,45.06004741,21.88
Segovia,Castilla y Leon,40,2020/3/31,720,470.1917991,77,50.28440074,21.88
Segovia,Castilla y Leon,40,2020/4/1,811,529.6188181,81,52.89657739,21.88
Segovia,Castilla y Leon,40,2020/4/2,886,578.5971305,88,57.46788655,21.88
Segovia,Castilla y Leon,40,2020/4/3,966,630.8406638,95,62.03919572,21.88
Segovia,Castilla y Leon,40,2020/4/4,1051,686.3494178,102,66.61050487,21.88
Segovia,Castilla y Leon,40,2020/4/5,1148,749.6947019,107,69.8757257,21.88
Segovia,Castilla y Leon,40,2020/4/6,1252,817.6112951,109,71.18181403,21.88
Segovia,Castilla y Leon,40,2020/4/7,1349,880.9565791,115,75.10007902,21.88
Segovia,Castilla y Leon,40,2020/4/8,1480,966.5053648,122,79.67138818,21.88
Segovia,Castilla y Leon,40,2020/4/9,1571,1025.932384,125,81.63052067,21.88
Segovia,Castilla y Leon,40,2020/4/10,1672,1091.889845,128,83.58965317,21.88
Sevilla,Andalucia,41,2020/3/13,25,1.2870748,0,0,18.813
Sevilla,Andalucia,41,2020/3/14,52,2.6771157,0,0,18.813
Sevilla,Andalucia,41,2020/3/15,62,3.1919456,0,0,18.813
Sevilla,Andalucia,41,2020/3/16,100,5.1482993,1,0.051482993,18.813
Sevilla,Andalucia,41,2020/3/17,100,5.1482993,1,0.051482993,18.813
Sevilla,Andalucia,41,2020/3/18,123,6.3324082,1,0.051482993,18.813
Sevilla,Andalucia,41,2020/3/19,138,7.1046531,1,0.051482993,18.813
Sevilla,Andalucia,41,2020/3/20,190,9.7817687,2,0.102965986,18.813
Sevilla,Andalucia,41,2020/3/21,245,12.6133334,4,0.205931974,18.813
Sevilla,Andalucia,41,2020/3/22,295,15.187483,5,0.257414966,18.813
Sevilla,Andalucia,41,2020/3/23,351,18.0705307,13,0.669278915,18.813
Sevilla,Andalucia,41,2020/3/24,427,21.9832382,18,0.926693882,18.813
Sevilla,Andalucia,41,2020/3/25,535,27.5434015,24,1.235591843,18.813
Sevilla,Andalucia,41,2020/3/26,627,32.2798368,25,1.287074833,18.813
Sevilla,Andalucia,41,2020/3/27,708,36.4499593,26,1.338557827,18.813
Sevilla,Andalucia,41,2020/3/28,830,42.7308845,30,1.544489801,18.813
Sevilla,Andalucia,41,2020/3/29,912,46.9524899,34,1.750421773,18.813
Sevilla,Andalucia,41,2020/3/30,1052,54.160109,36,1.85338776,18.813
Sevilla,Andalucia,41,2020/3/31,1119,57.6094696,55,2.831564636,18.813
Sevilla,Andalucia,41,2020/4/1,1215,62.5518369,57,2.93453062,18.813
Sevilla,Andalucia,41,2020/4/2,1371,70.5831839,65,3.346394569,18.813
Sevilla,Andalucia,41,2020/4/3,1462,75.2681363,75,3.861224502,18.813
Sevilla,Andalucia,41,2020/4/4,1535,79.0263948,93,4.787918382,18.813
Sevilla,Andalucia,41,2020/4/5,1602,82.4757554,97,4.993850358,18.813
Sevilla,Andalucia,41,2020/4/6,1663,85.616218,112,5.766095259,18.813
Sevilla,Andalucia,41,2020/4/7,1713,88.1903676,131,6.744272128,18.813
Sevilla,Andalucia,41,2020/4/8,1757,90.4556193,141,7.259102061,18.813
Sevilla,Andalucia,41,2020/4/9,1825,93.9564629,150,7.722449005,18.813
Sevilla,Andalucia,41,2020/4/10,1887,97.1484085,159,8.185795947,18.813
Soria,Castilla y Leon,42,2020/3/13,1,1.1282098,0,0,24.098
Soria,Castilla y Leon,42,2020/3/14,4,4.512839,0,0,24.098
Soria,Castilla y Leon,42,2020/3/15,5,5.6410488,0,0,24.098
Soria,Castilla y Leon,42,2020/3/16,10,11.2820976,0,0,24.098
Soria,Castilla y Leon,42,2020/3/17,17,19.1795659,2,2.256419518,24.098
Soria,Castilla y Leon,42,2020/3/18,40,45.1283903,4,4.51283903,24.098
Soria,Castilla y Leon,42,2020/3/19,58,65.4361659,5,5.641048784,24.098
Soria,Castilla y Leon,42,2020/3/20,80,90.2567805,5,5.641048781,24.098
Soria,Castilla y Leon,42,2020/3/21,119,134.2569611,6,6.769258543,24.098
Soria,Castilla y Leon,42,2020/3/22,119,134.2569611,8,9.025678057,24.098
Soria,Castilla y Leon,42,2020/3/23,140,157.9493659,11,12.41030732,24.098
Soria,Castilla y Leon,42,2020/3/24,179,201.9495465,13,14.66672684,24.098
Soria,Castilla y Leon,42,2020/3/25,263,296.719166,14,15.79493659,24.098
Soria,Castilla y Leon,42,2020/3/26,339,382.4631075,16,18.05135611,24.098
Soria,Castilla y Leon,42,2020/3/27,372,419.6940295,20,22.56419513,24.098
Soria,Castilla y Leon,42,2020/3/28,431,486.2584052,26,29.33345368,24.098
Soria,Castilla y Leon,42,2020/3/29,523,590.0537028,30,33.8462927,24.098
Soria,Castilla y Leon,42,2020/3/30,550,620.5153662,37,41.743761,24.098
Soria,Castilla y Leon,42,2020/3/31,555,626.156415,44,49.6412293,24.098
Soria,Castilla y Leon,42,2020/4/1,659,743.4902297,44,49.6412293,24.098
Soria,Castilla y Leon,42,2020/4/2,686,773.9518931,46,51.89764881,24.098
Soria,Castilla y Leon,42,2020/4/3,752,848.4137371,49,55.28227808,24.098
Soria,Castilla y Leon,42,2020/4/4,769,867.5933029,52,58.66690735,24.098
Soria,Castilla y Leon,42,2020/4/5,803,905.9524347,61,68.82079516,24.098
Soria,Castilla y Leon,42,2020/4/6,824,929.6448396,64,72.20542443,24.098
Soria,Castilla y Leon,42,2020/4/7,837,944.3115664,64,72.20542443,24.098
Soria,Castilla y Leon,42,2020/4/8,849,957.8500835,66,74.46184395,24.098
Soria,Castilla y Leon,42,2020/4/9,872,983.7989079,73,82.35931224,24.098
Soria,Castilla y Leon,42,2020/4/10,898,1013.132362,80,90.25678054,24.098
Tarragona,CataluÃ±a,43,2020/3/13,8,0.9942038,0,0,29.012
Tarragona,CataluÃ±a,43,2020/3/14,19,2.361234,0,0,29.012
Tarragona,CataluÃ±a,43,2020/3/15,24,2.9826114,0,0,29.012
Tarragona,CataluÃ±a,43,2020/3/16,31,3.8525397,0,0,29.012
Tarragona,CataluÃ±a,43,2020/3/17,41,5.0952944,1,0.124275473,29.012
Tarragona,CataluÃ±a,43,2020/3/18,41,5.0952944,2,0.248550946,29.012
Tarragona,CataluÃ±a,43,2020/3/19,59,7.332253,2,0.248550949,29.012
Tarragona,CataluÃ±a,43,2020/3/20,99,12.3032719,3,0.372826421,29.012
Tarragona,CataluÃ±a,43,2020/3/21,99,12.3032719,3,0.372826421,29.012
Tarragona,CataluÃ±a,43,2020/3/22,99,12.3032719,5,0.621377369,29.012
Tarragona,CataluÃ±a,43,2020/3/23,191,23.7366155,7,0.869928317,29.012
Tarragona,CataluÃ±a,43,2020/3/24,228,28.3348081,9,1.118479267,29.012
Tarragona,CataluÃ±a,43,2020/3/25,272,33.8029289,14,1.739856635,29.012
Tarragona,CataluÃ±a,43,2020/3/26,353,43.8692423,19,2.361234005,29.012
Tarragona,CataluÃ±a,43,2020/3/27,404,50.2072915,28,3.479713272,29.012
Tarragona,CataluÃ±a,43,2020/3/28,491,61.0192577,31,3.852539692,29.012
Tarragona,CataluÃ±a,43,2020/3/29,574,71.3341221,34,4.225366117,29.012
Tarragona,CataluÃ±a,43,2020/3/30,656,81.5247109,50,6.213773697,29.012
Tarragona,CataluÃ±a,43,2020/3/31,688,85.5015261,62,7.705079387,29.012
Tarragona,CataluÃ±a,43,2020/4/1,740,91.9638508,65,8.077905814,29.012
Tarragona,CataluÃ±a,43,2020/4/2,837,104.0185717,74,9.196385073,29.012
Tarragona,CataluÃ±a,43,2020/4/3,916,113.8363342,83,10.31486434,29.012
Tarragona,CataluÃ±a,43,2020/4/4,958,119.0559041,91,11.30906813,29.012
Tarragona,CataluÃ±a,43,2020/4/5,958,119.0559041,91,11.30906813,29.012
Tarragona,CataluÃ±a,43,2020/4/6,1098,136.4544704,99,12.30327192,29.012
Tarragona,CataluÃ±a,43,2020/4/7,1152,143.165346,113,14.04312856,29.012
Tarragona,CataluÃ±a,43,2020/4/8,1206,149.8762216,125,15.53443425,29.012
Tarragona,CataluÃ±a,43,2020/4/9,1307,162.4280445,143,17.77139278,29.012
Tarragona,CataluÃ±a,43,2020/4/10,1350,167.7718899,161,20.00835131,29.012
Teruel,Aragon,44,2020/3/13,4,2.9820258,0,0,23.95
Teruel,Aragon,44,2020/3/14,4,2.9820258,0,0,23.95
Teruel,Aragon,44,2020/3/15,15,11.1825969,0,0,23.95
Teruel,Aragon,44,2020/3/16,15,11.1825969,0,0,23.95
Teruel,Aragon,44,2020/3/17,24,17.892155,1,0.745506458,23.95
Teruel,Aragon,44,2020/3/18,24,17.892155,1,0.745506458,23.95
Teruel,Aragon,44,2020/3/19,27,20.128674,1,0.745506444,23.95
Teruel,Aragon,44,2020/3/20,40,29.820258,2,1.4910129,23.95
Teruel,Aragon,44,2020/3/21,47,35.038804,2,1.491012936,23.95
Teruel,Aragon,44,2020/3/22,47,35.038804,2,1.491012936,23.95
Teruel,Aragon,44,2020/3/23,47,35.038804,2,1.491012936,23.95
Teruel,Aragon,44,2020/3/24,68.5,51.067192,2,1.491012905,23.95
Teruel,Aragon,44,2020/3/25,90,67.095581,5,3.727532278,23.95
Teruel,Aragon,44,2020/3/26,115,85.733243,5,3.727532304,23.95
Teruel,Aragon,44,2020/3/27,143,106.607424,5,3.727532308,23.95
Teruel,Aragon,44,2020/3/28,179,133.445656,10,7.455064581,23.95
Teruel,Aragon,44,2020/3/29,208,155.065344,12,8.946077538,23.95
Teruel,Aragon,44,2020/3/30,222,165.502434,12,8.946077514,23.95
Teruel,Aragon,44,2020/3/31,236,175.939525,15,11.18259693,23.95
Teruel,Aragon,44,2020/4/1,272,202.777757,21,15.65563565,23.95
Teruel,Aragon,44,2020/4/2,283,210.978328,25,18.63766148,23.95
Teruel,Aragon,44,2020/4/3,319,237.816561,25,18.63766152,23.95
Teruel,Aragon,44,2020/4/4,343,255.708716,27,20.12867444,23.95
Teruel,Aragon,44,2020/4/5,371,276.582897,29,21.61968737,23.95
Teruel,Aragon,44,2020/4/6,380,283.292455,31,23.11070028,23.95
Teruel,Aragon,44,2020/4/7,396,295.220558,33,24.60171317,23.95
Teruel,Aragon,44,2020/4/8,406,302.675623,35,26.09272612,23.95
Teruel,Aragon,44,2020/4/9,416,310.130687,37,27.58373899,23.95
Teruel,Aragon,44,2020/4/10,423,315.349233,39,29.07475198,23.95
Toledo,Castilla - La Mancha,45,2020/3/13,31,4.461433,0,0,17.357
Toledo,Castilla - La Mancha,45,2020/3/14,58,8.347197,1,0.14391719,17.357
Toledo,Castilla - La Mancha,45,2020/3/15,98,14.103885,2,0.287834388,17.357
Toledo,Castilla - La Mancha,45,2020/3/16,133,19.140987,3,0.431751586,17.357
Toledo,Castilla - La Mancha,45,2020/3/17,179,25.761178,7,1.007420369,17.357
Toledo,Castilla - La Mancha,45,2020/3/18,236,33.964458,11,1.583089144,17.357
Toledo,Castilla - La Mancha,45,2020/3/19,293,42.167738,14,2.014840724,17.357
Toledo,Castilla - La Mancha,45,2020/3/20,370,53.249362,19,2.734426697,17.357
Toledo,Castilla - La Mancha,45,2020/3/21,501,72.102515,28,4.029681477,17.357
Toledo,Castilla - La Mancha,45,2020/3/22,501,72.102515,28,4.029681477,17.357
Toledo,Castilla - La Mancha,45,2020/3/23,501,72.102515,28,4.029681477,17.357
Toledo,Castilla - La Mancha,45,2020/3/24,639.03,91.967406,50,7.195859819,17.357
Toledo,Castilla - La Mancha,45,2020/3/25,752,108.225731,65,9.354617706,17.357
Toledo,Castilla - La Mancha,45,2020/3/26,965,138.880094,78,11.22554128,17.357
Toledo,Castilla - La Mancha,45,2020/3/27,1112,160.035922,90,12.95254764,17.357
